标题,品牌,名称,SKU,价格,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
朵唯V33 渐变蓝 2GB+16GB 全面屏老人学生智能手机 全网通4G双卡双待,朵唯（DOOV）,朵唯V33,100007318504,369.00,1788,5,329,1410,0.87,18,4,34,15
华为荣耀 Magic2 手机 尊享版渐变黑（8+128G）,华为（HUAWEI）,华为荣耀 Magic2 手机 尊享版渐变黑（8+128G）,29313713229,2099.00,1785,5,1061,1163,0.96,34,15,29,8
【二手9成新】Apple iPhone6 Plus 苹果6Plus 二手手机 银色 64G 全网通,Apple,AppleiPhone 6 Plus,17158335994,1036.00,1780,5,1413,1186,0.96,47,13,27,20
华为 nova4e 手机【免息版24期免息0首付，限时优惠，下单享8重豪礼】 雀翎蓝 全网通(4+128G)+1年延保,华为（HUAWEI）,华为（HUAWEI）nova4e,43532040193,1599.00,1783,5,1215,556,0.99,16,12,9,3
华为（HUAWEI）畅享9 移动联通电信全网通4G 全面屏智能老人老年学生手机 幻夜黑 (3G RAM+32G ROM),华为（HUAWEI）,华为（HUAWEI）畅享9,40007271051,759.00,1781,5,620,1310,0.98,10,7,4,3
【3期免息】OPPO A9 1600万超清双摄 4020mAh大电池全网通拍照手机 4G+128G版 冰玉白,OPPO,OPPOOPPO A9,46999144762,1399.00,1781,5,451,1317,0.97,9,6,5,8
【二手9成新】荣耀10 手机 GT游戏加速 AIS手持夜景 移动联通电信4G 双卡双待 游戏手机 幻夜黑 6GB+128GB 全网通,荣耀（honor）,【二手9成新】荣耀10 手机 GT游戏加速 AIS手持夜景 移动联通电信4G 双卡双待 游戏手机 幻夜黑 6GB+128GB 全网通,29373930645,1269.00,1778,5,1128,1183,0.97,26,15,16,17
小米（MI）小米9 骁龙855 全面屏 游戏手机 深空灰 全网通(8G+128G) 全网通,小米（MI）,小米（MI）小米9 骁龙855 全面屏 游戏手机 深空灰 全网通(8G+128G) 全网通,44516880662,2565.00,1773,5,690,1058,0.95,16,10,23,13
realme X手机 【至高省250+电动牙刷+自拍杆】4800万双摄 骁龙710 升降摄像头 蒸汽白 全网通6GB+64GB,realme,realmerealme,49490362974,1399.00,1773,5,555,1200,0.96,32,71,13,5
【二手95新】Apple iPhone 8 Plus 苹果8P二手 苹果8plus手机 深空灰色 64GB 全网通4G,Apple,AppleiPhone8 Plus,11032659843,2899.00,1765,5,1031,1128,0.95,36,20,29,19
小米有品米家多亲AI助手全面屏智能手机Qin2儿童小屏手机小学初中高中学生老人手机备用机学习机翻译机 标准版-铁灰色,小米（MI）,小米（MI）多亲AI助手Qin2,56522479917,599.00,1762,5,381,1370,0.97,3,2,10,1
【二手9成新】小米（MI）小米Mix2 手机 游戏全面屏 4G全网通 双卡双待 黑色 6GB+64GB,小米（MI）,【二手9成新】小米（MI）小米Mix2 手机 游戏全面屏 4G全网通 双卡双待 黑色 6GB+64GB,28333504914,966.00,1760,5,1409,1126,0.96,20,8,20,26
飞利浦（PHILIPS） E331K 炫酷红 直板 按键 老年手机 移动联通2G 双卡双待 老人手机 学生备用功能机,飞利浦（PHILIPS）,飞利浦E331K,100001768473,168.00,1760,5,731,1323,0.97,7,2,7,8
华为（HUAWEI）华为mate20 pro手机全面屏【赠价值400元豪礼5重礼/或24期白条免息】 翡冷翠 全网通8GB+128GB,华为（HUAWEI）,华为（HUAWEI）华为mate20 pro手机全面屏【赠价值400元豪礼5重礼/或24期白条免息】 翡冷翠 全网通8GB+128GB,43663115770,5099.00,1768,5,948,838,0.97,30,8,19,5
,,,,,,,,,,,,,
华为mate30Pro 手机 【5G版咨询客服】 亮黑色 （8G+256G） 全网通【赠无线充套装】,华为（HUAWEI）,华为mate30Pro 手机 【5G版咨询客服】 亮黑色 （8G+256G） 全网通【赠无线充套装】,57167774524,6299.00,1747,5,703,1038,0.99,19,22,4,2
华为nova5 Pro 手机【白条6期免息，送多重好礼】 绮境森林 8+128G（全网通）,华为（HUAWEI）,华为（HUAWEI）华为nova5,50155164317,2689.00,1665,5,666,983,0.97,29,8,13,3
【二手9成新】vivo Y67 二手手机 香槟金 4G+32G 全网通,vivo,vivoY67,33925911718,436.00,1669,5,899,1241,0.96,11,9,18,13
华为（HUAWEI） 荣耀magic2 全面屏手机 渐变蓝 全网通(8G+256G),华为（HUAWEI）,华为（HUAWEI）荣耀Magic2,35699399342,3099.00,1659,5,971,1047,0.97,17,4,13,10
【5G手机】中兴 ZTE 天机Axon 10 Pro 4800万三摄 6GB+128GB 蓝色 骁龙855 全网通5G+4G双卡双待 全面屏手机,中兴（ZTE）,中兴中兴天机AXON 10 Pro,100006841262,4999.00,1649,5,612,1013,0.96,70,11,14,10
【二手9成新】苹果7手机 Apple iPhone 7 4.7英寸 金色 32G 全网通,Apple,AppleiPhone7,13398198358,1148.00,1641,5,1042,765,0.93,43,10,42,25
【超级爆品】一加 OnePlus 7T 90Hz流体屏 骁龙855Plus旗舰 4800万超广角三摄  8GB+256GB 冰际蓝 全面屏拍照游戏手机,一加,一加7T,100008578438,2349.00,1637,5,1591,0,0.97,82,79,20,26
【二手95新】Apple iPhone 7 Plus手机 苹果7p二手 苹果手机 红色 128G 全网通4G,Apple,AppleiPhone7 Plus,21404370702,815.00,1631,5,1284,1027,0.96,35,10,28,16
华为 畅享9e手机 全网通智能老人手机 学生智能手机 （3G+64G） 摩登黑（送正品耳机+壳膜）,华为（HUAWEI）,华为（HUAWEI）华为畅享 9e,52747980792,888.00,1629,5,260,1361,0.97,2,4,3,5
小米（MI） 小米6X 拍照手机 樱花粉 4G+64G 全网通,小米（MI）,小米（MI） 小米6X 拍照手机 樱花粉 4G+64G 全网通,42428375754,988.00,1623,5,554,1173,0.97,15,20,8,6
【二手9成新】Apple iPhone 6S 苹果6S手机 玫瑰金色 64G 全网通,Apple,【二手9成新】Apple iPhone 6S 苹果6S手机 玫瑰金色 64G 全网通,18171898025,1249.00,1632,5,1179,872,0.97,23,13,21,13
华为（HUAWEI） 畅享9 Plus 移动联通电信全网通4G 全面屏四摄大电池 双卡双待智能手机 幻夜黑 (4GB+128GB),华为（HUAWEI）,华为（HUAWEI）畅享9 Plus,35460660132,635.00,1622,5,555,1140,0.97,11,7,10,5
,,,,,,,,,,,,,
8848 钛金手机 M4尊享版 智能商务加密手机 双卡双待 全网通4G 6G运行2100万 黑色,8848,8848 钛金手机 M4尊享版 智能商务加密手机 双卡双待 全网通4G 6G运行2100万 黑色,15386135429,1599.00,1619,5,996,1027,0.98,34,20,9,7
【二手9成新】OPPO A57 安卓手机  全网通 二手手机 黑色 3+32G 全网通,OPPO,OPPOOPPO A57,30344667217,489.00,1614,5,704,1041,0.97,10,7,9,7
【二手9成新】 Apple iPhone7 苹果7 国行全网通 4.7英寸手机 玫瑰金 128G,Apple,AppleiPhone7,18439051032,1799.00,1613,5,775,1070,0.94,32,9,25,19
【卡通手机壳】诺基亚（NOKIA） 8110 香蕉手机 老人手机 学生备用功能机 移动联通 4G 黄色壳膜套装 4G版,诺基亚（NOKIA）,【卡通手机壳】诺基亚（NOKIA） 8110 香蕉手机 老人手机 学生备用功能机 移动联通 4G 黄色壳膜套装 4G版,54306324277,1136.00,1614,5,1144,1146,0.98,7,11,6,7
【二手9成新】Apple iPhone 7 Plus 苹果7P 7Plus 国行 全网通 二手手机 磨砂黑 32G 全网通,Apple,Apple iPhone7 Plus,36008995774,1228.00,1612,5,1249,1255,0.97,10,6,18,14
华为 nova2s NFC版智能4G手机 浅艾蓝 4G+64G全网通,华为（HUAWEI）,华为（HUAWEI）nova2s,23770360458,518.00,1611,5,656,1131,0.97,13,10,11,8
小米 红米Redmi 红米Note7Pro 手机 梦幻蓝 全网通(6G+128G),小米（MI）,小米 红米Redmi 红米Note7Pro 手机 梦幻蓝 全网通(6G+128G),43558600154,1015.00,1610,5,492,1085,0.93,31,11,21,12
华为荣耀畅玩8 智能老人手机【7天价保】 极光蓝 全网通2G+32G,华为（HUAWEI）,华为（HUAWEI）荣耀畅玩8,51301733179,899.00,1607,5,311,1283,0.95,8,3,10,3
【二手9成新】Apple iPhone 6s 苹果6s 二手手机 国行4.7英寸 玫瑰金 64G全网通,Apple,AppleiPhone 6s,29995087907,849.00,1630,5,311,1302,0.94,2,1,9,8
SUGAR C21 糖果电霸手机 全面屏 6100mAh大电池  翻译机 智能手机 指纹拍照双卡双待 夜空蓝 4G+64G,SUGAR,SUGAR C21 糖果电霸手机 全面屏 6100mAh大电池  翻译机 智能手机 指纹拍照双卡双待 夜空蓝 4G+64G,39997965063,3699.00,1606,5,821,829,0.95,64,24,15,24
魅族（MEIZU） 魅族X8 手机 亮黑 4+64G,魅族（MEIZU）,魅族（MEIZU） 魅族X8 手机 亮黑 4+64G,36125064258,1199.00,1609,5,749,980,0.96,30,20,15,13
华为Mate20 手机【6期免息/下单立减/30天价保/至高24期免息】 极光色 尊享版（6+128)【6期零首付+皮套+蓝牙耳机】,华为（HUAWEI）,华为Mate20 手机【6期免息/下单立减/30天价保/至高24期免息】 极光色 尊享版（6+128)【6期零首付+皮套+蓝牙耳机】,34304240217,939.00,1603,5,985,898,0.98,19,14,11,1
【二手9成新]OPPO R15/R15X 手机 全面屏 游戏拍照 4G全网通 智能AI美颜 炫彩时尚 R15X(屏幕指纹) 冰萃银 6GB+128GB,OPPO,OPPOR15,45115488116,1158.00,1607,5,1080,1123,0.97,12,12,16,7
华为（HUAWEI）畅享9 高清珍珠屏AI长续航全网通移动联通电信4G老人手机 学生智能手机 （幻夜黑） （4G+64G）送正品耳机,华为（HUAWEI）,华为（HUAWEI）畅享9,43687555523,1099.00,1594,5,348,1231,0.95,10,4,11,4
小米（MI） 小米8 青春版 手机 深空灰 全网通(6G+128G),小米（MI）,小米（MI）小米8青春版,54301981250,1049.00,1602,5,1216,1393,0.99,6,9,3,2
华为畅享9 手机 极光蓝 4+128G 全网通,华为（HUAWEI）,华为畅享9 手机 极光蓝 4+128G 全网通,46716687186,599.00,1605,5,515,1107,0.96,8,10,12,8
,,,,,,,,,,,,,
,,,,,,,,,,,,,
小米9pro 5G版手机 梦之白 12G+512GB 【现货速发】,小米（MI）,小米9pro 5G版手机 梦之白 12G+512GB 【现货速发】,56156630761,4128.00,1535,5,735,794,0.99,76,23,4,2
【二手9成新】 Apple iPhoneX 苹果X 全面屏手机 全网通手机 灰色 64G 全网通,Apple,【二手9成新】 Apple iPhoneX 苹果X 全面屏手机 全网通手机 灰色 64G 全网通,25673933713,3356.00,1540,5,1484,845,0.97,31,11,25,13
【二手9成新】OPPO R9s 安卓手机 玫瑰金 4G RAM+64G ROM,OPPO,【二手9成新】OPPO R9s 安卓手机 玫瑰金 4G RAM+64G ROM,12883222397,618.00,1527,5,1330,1046,0.97,17,5,23,13
OPPO Reno2手机【12期免息1年碎屏险】4800万变焦四摄8+128G防抖6.5英寸全面屏新 薄雾粉(8GB+128GB)【套装版】 官方标配,OPPO,OPPO Reno2手机【12期免息1年碎屏险】4800万变焦四摄8+128G防抖6.5英寸全面屏新 薄雾粉(8GB+128GB)【套装版】 官方标配,55236806610,3099.00,1527,5,599,924,0.99,59,132,2,2
波导 BiRD A520 老人手机 超长待机 双卡双待 直板按键 红色 移动联通2G,波导（BiRD）,波导A520,100006058054,168.00,1522,5,981,535,0.99,125,76,6,0
【二手9成新】华为（HUAWEI）Mate9 安卓手机 二手手机 香槟金 4+64G 全网通,华为（HUAWEI）,【二手9成新】华为（HUAWEI）Mate9 安卓手机 二手手机 香槟金 4+64G 全网通,25799226356,847.00,1511,5,1137,1019,0.97,19,14,19,11
小米Redmi红米K20pro手机 碳纤黑 6G+128G 全网通,小米（MI）,小米Redmi红米K20pro手机 碳纤黑 6G+128G 全网通,48765512921,2278.00,1510,5,726,767,0.97,65,35,8,9
康佳（KONKA） U11 翻盖手机老年人手机 移动 双卡双待老人手机翻盖机 曜石黑,康佳（KONKA）,康佳（KONKA） U11 翻盖手机老年人手机 移动 双卡双待老人手机翻盖机 曜石黑,28209064806,168.00,1510,5,606,1064,0.98,9,5,8,4
【二手9成新】Apple iPhone X Xs 苹果X xs 国行二手手机 X 黑色 64G 全网通,Apple,Apple iPhone X,50030570663,3326.00,1502,5,287,1195,0.93,11,3,19,1
华为（HUAWEI） 华为 畅享7Plus 全网通4G 移动联通电信4G双卡双待智能手机 灰色 (3G RAM+32G ROM),华为（HUAWEI）,华为（HUAWEI）畅享7 Plus,12175479894,699.00,1510,5,831,1090,0.98,13,3,5,5
小米9【六期免息，当天发货】小米9 骁龙855 游戏手机 4800万三摄 无线充电手机 小米手机9 深空灰 全网通 6G+128GB+小米20W无线充,小米（MI）,小米（MI）小米9,41908965267,2458.00,1499,5,524,954,0.96,23,10,15,6
美图（meitu） T9 手机 星云粉 全网通 4G+64G,美图（meitu）,美图（meitu）美图T9,29636092501,1399.00,1493,5,1131,1064,0.98,16,1,17,4
努比亚 红魔Mars 二代电竞游戏手机2 烈焰红 全网通(8GB + 128GB),努比亚（nubia）,努比亚（nubia）红魔Mars,39926739485,1899.00,1487,5,911,758,0.96,35,10,26,8
美图（meitu） T8s手机4GB+128G  自拍美颜 全网通 移动联通电信4G手机 烈焰红,美图（meitu）,美图（meitu）T8s,16833723864,1299.00,1491,5,1078,1079,0.98,30,11,12,5
【二手9成新】Huawei/华为 P10 手机 智能4G全网通 双卡双待 游戏影音 时尚娱乐 自拍美 曜石黑 4GB+64GB,华为（HUAWEI）,【二手9成新】Huawei/华为 P10 手机 智能4G全网通 双卡双待 游戏影音 时尚娱乐 自拍美 曜石黑 4GB+64GB,28480228546,859.00,1492,5,1138,1012,0.97,23,6,20,12
华为Nova5Pro手机（30天价保+白条分期免息0首付+4色现货当天发+1年碎屏险） 苏音蓝 8GB+128GB 全网通,华为（HUAWEI）,华为（HUAWEI）Nova5Pro,55978811339,2699.00,1482,5,647,821,0.97,15,14,11,3
华为p30pro手机【12期免息+华为智能手环3E+华为AI音箱mini】HUAWEI 天空之境 8GB+128GB 全网通,华为（HUAWEI）,华为（HUAWEI）p30pro,45105622340,4988.00,1477,5,405,1061,0.97,15,13,5,6
,,,,,,,,,,,,,
美图(meitu)T9手机官方自拍美颜全网通双卡4G限量版智能手机 仙踪绿6+128G,美图（meitu）,美图（meitu）美图T9,29768367794,1699.00,1459,5,911,1017,0.97,21,5,13,9
小米（MI） 小米8 屏幕指纹版 手机 曜石黑 全网通(6GB+128GB) 标配,小米（MI）,小米（MI）小米8屏幕指纹版,21580859449,1886.00,1459,5,1213,1041,0.97,12,4,16,13
【二手9成新】Apple iPhone 4s 苹果4s手机 黑色 16G  联通3G移动2G,Apple,【二手9成新】Apple iPhone 4s 苹果4s手机 黑色 16G  联通3G移动2G,28150305593,248.00,1458,5,1161,1021,0.96,17,13,27,13
【二手9成新】   vivo Y23L 安卓手机 移动4G联通2G 白色 8G,vivo,【二手9成新】   vivo Y23L 安卓手机 移动4G联通2G 白色 8G,19579666164,205.00,1452,5,1279,1075,0.97,10,5,20,15
【超级爆款】华为畅享9手机 高清珍珠屏 AI长续航 极光蓝 移动全网通4GB+64GB,华为（HUAWEI）,华为（HUAWEI）畅享9,55123496347,888.00,1452,5,219,1223,0.95,8,0,8,2
努比亚（nubia） 红魔2代游戏手机 Mars 3重好礼 烈焰红 全网通 8G+128G,努比亚（nubia）,努比亚（nubia） 红魔2代游戏手机 Mars 3重好礼 烈焰红 全网通 8G+128G,41047240805,1898.00,1450,5,744,963,0.96,23,8,22,8
华为Nova 4e 手机 3200万立体美颜AI超广角三摄珍珠屏 雀翎蓝 6G+128G,华为（HUAWEI）,华为（HUAWEI）华为Nova4e,44268657049,1599.00,1449,5,759,676,0.98,15,8,8,6
华为nova5 Pro 手机【4色现货/直降300元/价保30天】 绮境森林 （白条6期免息0首付）全网通(8G+128G）,华为（HUAWEI）,华为nova5 Pro 手机【4色现货/直降300元/价保30天】 绮境森林 （白条6期免息0首付）全网通(8G+128G）,50259390531,2699.00,1448,5,556,881,0.98,5,2,6,5
【二手9成新】小米（MI）小米8 手机全面屏 黑色 6G+256G,小米（MI）,小米（MI）小米8,36095948689,1450.00,1459,5,630,899,0.95,28,13,16,14
【二手9成新】华为（HUAWEI）P8 青春版 安卓 电信4G移动联通2G 黑色 2+16G,华为（HUAWEI）,【二手9成新】华为（HUAWEI）P8 青春版 安卓 电信4G移动联通2G 黑色 2+16G,22805496344,278.00,1439,5,752,1057,0.95,8,5,21,11
华为nova4手机 全网通智能手机 贝母白 (8+128G) 4800万三摄,华为（HUAWEI）,华为nova4手机 全网通智能手机 贝母白 (8+128G) 4800万三摄,41751254311,2099.00,1464,5,684,831,0.98,10,4,4,6
【二手9成新】Apple iPhone 6s 苹果6s 二手手机 深空灰色 16G 全网通.,Apple,AppleiPhone6s,10787352334,889.00,1445,5,1356,662,0.95,34,16,30,31
荣耀20Pro手机【荣耀直供 3期免息】 冰岛幻境 全网通（8GB+128GB）,华为（HUAWEI）,华为（HUAWEI）荣耀20pro,53684380987,2899.00,1387,5,511,859,0.96,23,10,10,7
【二手95新】Apple iPhone XS 苹果xs x二手手机 深空灰 全网通 256G,Apple,AppleiPhone XS,33840738058,5088.00,1384,5,677,697,0.95,30,9,23,9
索尼（SONY）Xperia XZ2 Premium  暗光拍摄 骁龙845 移动联通双4G 手机 炫黑,索尼（SONY）,索尼（SONY）H8166,30718880816,3699.00,1385,5,733,747,0.93,87,14,32,18
荣耀8x 华为手机 咨询优惠(20天价保 9版本现货速发）全网通 幻夜黑 尊享版(6+128G),华为（HUAWEI）,华为（HUAWEI）荣耀8x,41441482360,1346.00,1381,5,469,938,0.97,11,9,4,6
飞利浦（PHILIPS） E331K 陨石黑 直板 按键 老年手机 移动联通2G 双卡双待 老人手机 学生备用功能机,飞利浦（PHILIPS）,飞利浦E331K,100002399612,168.00,1377,5,625,1061,0.99,3,4,4,1
【二手9成新】Apple iPhone 8 Plus 苹果8p 国行全网通手机 银色 64G 全网通,Apple,【二手9成新】Apple iPhone 8 Plus 苹果8p 国行全网通手机 银色 64G 全网通,26335003658,2799.00,1371,5,842,911,0.96,15,6,22,11
【二手9成新】vivo X7 安卓手机 玫瑰金色 全网通(4G RAM+64G ROM),vivo,vivoX7,13350859809,566.00,1369,5,1045,939,0.97,16,5,22,7
天语（K-TOUCH） Q8 移动联通电信 全网通 三防老人手机 直板按键 超长待机 老年手机 学生备用功能机 黑色,天语（K-TOUCH）,天语Q31,100005909796,258.00,1361,5,416,929,0.96,7,2,11,5
【二手9成新】OPPO A37 安卓智能手机 二手手机 玫瑰金 2GB+16GB 全网通,OPPO,【二手9成新】OPPO A37 安卓智能手机 二手手机 玫瑰金 2GB+16GB 全网通,18308893081,291.00,1359,5,775,1032,0.98,11,11,10,4
【二手95新】Apple iPhone X/XS Max 苹果 X/XS Max 二手手机 X 深灰色 256G 全网通,Apple,【二手95新】Apple iPhone X/XS Max 苹果 X/XS Max 二手手机 X 深灰色 256G 全网通,29646845509,4159.00,1350,5,751,603,0.95,25,8,22,14
荣耀V20 游戏手机 全网通 魅丽红(8+128G)赠原装耳机+蓝牙音箱,华为（HUAWEI）,荣耀V20 游戏手机 全网通 魅丽红(8+128G)赠原装耳机+蓝牙音箱,40478617891,2399.00,1349,5,449,908,0.95,16,6,11,10
华为nova5 手机【白条3期免息/保价至11.11日/送15重好礼】全网通 绮境森林（3期免息） 8GB+128GB（咨询领券减100）,华为（HUAWEI）,华为nova5 手机【白条3期免息/保价至11.11日/送15重好礼】全网通 绮境森林（3期免息） 8GB+128GB（咨询领券减100）,52349464689,2599.00,1341,5,686,648,0.98,23,3,6,1
【超级爆款】华为Mate30Pro 手机 星河银 全网通8GB+256GB（5重尊享礼包）,华为（HUAWEI）,华为（HUAWEI）华为mate30 pro,57269097426,6299.00,1336,5,609,719,0.98,20,10,6,2
华为（HUAWEI） nova 3e 全面屏手机 幻夜黑 全网通 4G+64GB,华为（HUAWEI）,华为（HUAWEI） nova 3e 全面屏手机 幻夜黑 全网通 4G+64GB,56686999489,1139.00,1338,5,504,1005,0.96,25,4,11,6
华为畅享10 plus手机【30天价保享15重好礼】全网通4G 幻夜黑（3期免息） 4G+128G 送运动手环.荣耀原装耳机,华为（HUAWEI）,华为畅享10 plus手机【30天价保享15重好礼】全网通4G 幻夜黑（3期免息） 4G+128G 送运动手环.荣耀原装耳机,56226993938,1499.00,1336,5,929,407,1.0,52,1,0,0
荣耀V20 手机 【碎屏险】 幻夜黑 全网通(8G+128G),华为（HUAWEI）,荣耀V20 手机 【碎屏险】 幻夜黑 全网通(8G+128G),40352502085,2399.00,1333,5,1000,791,0.97,7,5,11,13
索爱 Z6 移动/联通老年手机 翻盖老人手机 铁灰色,索爱,索爱Z6 移动/联通 翻盖老人手机,11075527091,219.00,1323,5,1093,787,0.98,9,2,6,10
诺基亚（NOKIA） 诺基亚X7 手机 沁夜黑 全网通(6G+64G),诺基亚（NOKIA）,诺基亚（NOKIA） 诺基亚X7 手机 沁夜黑 全网通(6G+64G),34531029113,1699.00,1319,5,876,926,0.97,20,12,17,8
