标题,品牌,名称,SKU,价格,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
澳得迈（AODMA）FA-809车载空气净化器 汽车内用负离子氧吧除甲醛异味雾霾PM2.5主动净化 土豪金,澳得迈（AODMA）,澳得迈FA-809,2955805,89,8408,5,7953,2676,0.98,50,11,52,98
飞利浦（PHILIPS）空气净化器 除甲醛 除雾霾 除过敏原 除细菌 病毒 AC2880/00,飞利浦（PHILIPS）,飞利浦（PHILIPS）AC2880/00,11817382931,1199,8299,5,7199,3785,0.99,223,542,34,23
戴森（DYSON）TP04 空气净化循环扇 兼具空气净化器和循环扇功能 智能塔式 银白色【官方正品】,戴森（DYSON）,戴森TP04,6978433,4890,8251,5,7215,6836,0.99,31,59,15,17
TCL 空气净化器家用除甲醛雾霾PM2.5 KJ300F-A1 家装,TCL,TCL 空气净化器家用除甲醛雾霾PM2.5 KJ300F-A1 家装,14708621662,899,8243,5,7948,1408,0.99,39,69,12,14
思博润（SBREL）配小米空气净化器增强除甲醛版滤芯（进口HEPA滤材） M2过滤网 配1代2代,思博润（SBREL）,思博润M2,3511247,89,8177,5,5210,5587,0.98,31,27,29,32
AODMA 车载空气净化器 除甲醛 烟味 杀菌 汽车车内车用净化器除臭 可替 竹炭包 活性炭,澳得迈（AODMA）,澳得迈SF-837,7873293,189,8170,5,7038,4252,0.99,19,8,23,31
澳得迈  车载空气净化器 除甲醛 异味 烟味 杀菌除味 汽车车内车载净化器 可替 负离子 竹炭包 活性炭,澳得迈（AODMA）,澳得迈SF-838,7660458,189,8169,5,7037,4252,0.99,19,8,23,31
飞利浦（PHILIPS）车载空气净化器 除PM2.5 细微颗粒物 过滤花粉细菌病毒 CP50黑色,飞利浦（PHILIPS）,飞利浦CP50,2798086,219,8113,5,7525,3204,0.97,93,13,58,98
飞利浦（PHILIPS）车载空气净化器 除PM2.5 细微颗粒物 过滤花粉 CP50红色,飞利浦（PHILIPS）,飞利浦CP50,2730999,199,8113,5,7525,3204,0.97,93,13,58,98
畅呼吸 除甲醛超级活性炭滤芯 上层滤芯 适配畅呼吸智能空气净化器JT01-CA100,畅呼吸,畅呼吸JT01-CA100,5552217,699,8091,5,7666,6376,0.99,23,7,15,10
小米(MI)空气净化器pro家用小型除甲醛雾霾家用办公室二手烟卧室智能空气净化器小米 小米米家空气净化器Pro+增强滤芯,小米（MI）,小米(MI)空气净化器pro家用小型除甲醛雾霾家用办公室二手烟卧室智能空气净化器小米 小米米家空气净化器Pro+增强滤芯,26363828386,1219,7103,5,4923,5431,0.98,36,62,34,17
小米(MI)空气净化器pro家用小型除甲醛雾霾家用办公室二手烟卧室智能空气净化器小米 小米米家空气净化器Pro+除菌滤芯,小米（MI）,小米(MI)空气净化器pro家用小型除甲醛雾霾家用办公室二手烟卧室智能空气净化器小米 小米米家空气净化器Pro+除菌滤芯,26363828388,1219,7103,5,4923,5431,0.98,36,62,34,17
小米(MI)空气净化器pro家用小型除甲醛雾霾家用办公室二手烟卧室智能空气净化器小米 小米米家空气净化器Pro,小米（MI）,小米(MI)空气净化器pro家用小型除甲醛雾霾家用办公室二手烟卧室智能空气净化器小米 小米米家空气净化器Pro,26363828385,1139,7103,5,4923,5431,0.98,36,62,34,17
飞利浦（PHILIPS）FY2428 纳米级劲护滤网滤芯 适用于空气净化器AC2886、AC2888,飞利浦（PHILIPS）,飞利浦FY2428,3383180,339,7078,5,5622,5157,0.99,23,9,28,24
TIPON汉朗 德国空气净化器负离子除甲醛净化器家用母婴除二手烟pm2.5等离子消毒除菌 氧咖 净霸380白色,汉朗,TIPON汉朗 德国空气净化器负离子除甲醛净化器家用母婴除二手烟pm2.5等离子消毒除菌 氧咖 净霸380白色,12264304528,1599,7027,5,6947,2728,0.99,27,91,0,11
TIPON汉朗 德国空气净化器负离子除甲醛净化器家用母婴除二手烟pm2.5等离子消毒除菌 氧咖 净霸530白色,汉朗,TIPON汉朗 德国空气净化器负离子除甲醛净化器家用母婴除二手烟pm2.5等离子消毒除菌 氧咖 净霸530白色,42033573444,245,7027,5,6947,2728,0.99,27,91,0,11
飞利浦（PHILIPS）空气净化器除甲醛除雾霾除过敏原除细菌除病毒（AC4076升级款）AC4374,飞利浦（PHILIPS）,飞利浦（PHILIPS）AC4374/01,1759933915,5898,7022,5,4776,3750,0.98,133,280,44,21
艾尼威 车载空气净化器太阳能无线充电加湿器 汽车除消除异味甲醛雾霾香薰净化器 空气净化器+加湿器,艾尼威,艾尼威 车载空气净化器太阳能无线充电加湿器 汽车除消除异味甲醛雾霾香薰净化器 空气净化器+加湿器,33702946040,899,7014,5,6285,4830,0.99,15,23,17,10
A.O.史密斯 专利甲醛精确数显 除甲醛净化器 空气净化器 除雾霾 KJ868BX（KJ440F-MA-B12-PF）,史密斯（A.O.SMITH）,史密斯KJ440F-MA-B12-PF,1.00005E+11,1999,6989,5,5901,3111,0.99,242,468,21,9
米家 空气净化器3 除雾霾 除甲醛 空气质量屏幕显示 三层净化 小米空气净化器,米家,米家米家空气净化器3,1.00007E+11,319,6971,5,1022,5931,0.98,17,42,12,6
松下（Panasonic）空气净化器除甲醛家用 除过敏原 除细菌 除苯 除雾霾PM2.5二手烟异味 F-61C8PJD,松下（Panasonic）,松下F-61C8PJD,1.00002E+11,999,6936,5,871,6048,0.98,11,30,9,8
霍尼韦尔 Honeywell  车载空气净化器 车家两用 车内冰箱房间 消除甲醛异味烟味  杀菌除味机 汽车空气净化器,霍尼韦尔（Honeywell）,霍尼韦尔MSE-U0,1.00001E+11,89,6895,5,4149,4646,0.98,18,12,20,22
TCL 空气净化器家用除甲醛雾霾烟尘PM2.5 负离子杀菌 智能加湿TKJ400F-S3 雪瓷白,TCL,TCL 空气净化器家用除甲醛雾霾烟尘PM2.5 负离子杀菌 智能加湿TKJ400F-S3 雪瓷白,11050091666,319,6888,5,6774,1180,0.99,104,33,9,7
思博润（SBREL）M3配小米空气净化器滤芯（韩国E+H滤材）过滤网 配小米1代、2代净化器,思博润（SBREL）,思博润M3,3674437,5350,6767,5,3736,4707,0.98,29,20,29,28
霍尼韦尔 Honeywell 车载空气净化器 车用 消除甲醛异味烟味 车家两用 除味盒 汽车空气净化器 玫瑰金,霍尼韦尔（Honeywell）,霍尼韦尔MSE-U0,1.00001E+11,799,6894,5,4148,4646,0.98,18,12,20,22
戴森（DYSON）空气净化风扇 取暖净化风扇三合一 整屋循环净化 HP04银白色 智能塔式【官方正品】,戴森（DYSON）,戴森HP04,1.00001E+11,268,6521,5,4260,5344,0.99,14,55,16,13
博世bosch汽车车载空气净化器除甲醛雾霾烟新车异味杀菌pm2.5 LED滤网用量及温湿度显示AM201pro,博世（BOSCH）,博世AM201 Pro,5599238,198,6462,5,5440,2761,0.98,53,14,29,32
百车达 汽车车载空气净化器太阳能车内负离子氧吧车用除甲醛烟味新车去异味雾霾PM2.5香薰用品 升级款空气净化器(黑色),百车达（BAICHEDA）,百车达 汽车车载空气净化器太阳能车内负离子氧吧车用除甲醛烟味新车去异味雾霾PM2.5香薰用品 升级款空气净化器(黑色),10697299125,268,6450,5,6337,2615,0.99,57,3,15,23
百车达 汽车车载空气净化器太阳能车内负离子氧吧车用除甲醛烟味新车去异味雾霾PM2.5香薰用品 加强款空气净化器(白色),百车达（BAICHEDA）,百车达 汽车车载空气净化器太阳能车内负离子氧吧车用除甲醛烟味新车去异味雾霾PM2.5香薰用品 加强款空气净化器(白色),26107263558,699,6450,5,6337,2615,0.99,57,3,15,23
百车达 汽车车载空气净化器太阳能车内负离子氧吧车用除甲醛烟味新车去异味雾霾PM2.5香薰用品 升级款空气净化器(白色),百车达（BAICHEDA）,百车达 汽车车载空气净化器太阳能车内负离子氧吧车用除甲醛烟味新车去异味雾霾PM2.5香薰用品 升级款空气净化器(白色),10697299126,198,6450,5,6337,2615,0.99,57,3,15,23
博世bosch汽车车载空气净化器除甲醛雾霾烟新车异味杀菌pm2.5 LED滤网用量及温湿度显示AM201,博世（BOSCH）,博世智能车载空气净化器,2174413,199,6462,5,5440,2761,0.98,53,14,29,32
百车达 汽车车载空气净化器太阳能车内负离子氧吧车用除甲醛烟味新车去异味雾霾PM2.5香薰用品 加强款空气净化器(黑色),百车达（BAICHEDA）,百车达 汽车车载空气净化器太阳能车内负离子氧吧车用除甲醛烟味新车去异味雾霾PM2.5香薰用品 加强款空气净化器(黑色),26107263557,198,6450,5,6337,2615,0.99,57,3,15,23
德诺达（DENODA）空气消毒机臭氧发生器卫生间除臭器空气净化器除甲醛杀菌宠物猫狗去异味除味器无耗材 【负离子版】负离子+臭氧杀菌+小夜灯,DENODA,德诺达（DENODA）空气消毒机臭氧发生器卫生间除臭器空气净化器除甲醛杀菌宠物猫狗去异味除味器无耗材 【负离子版】负离子+臭氧杀菌+小夜灯,33752791132,549,6391,5,4911,4173,0.99,29,49,8,12
德诺达（DENODA）空气消毒机臭氧发生器卫生间除臭器空气净化器除甲醛杀菌宠物猫狗去异味除味器无耗材 【标准版】臭氧杀菌+小夜灯,DENODA,德诺达（DENODA）空气消毒机臭氧发生器卫生间除臭器空气净化器除甲醛杀菌宠物猫狗去异味除味器无耗材 【标准版】臭氧杀菌+小夜灯,33752791133,319,6390,5,4911,4173,0.99,29,49,8,11
飞利浦（PHILIPS） 纳米级劲护滤网滤芯 FY6177/00 专业S3型 适用于飞利浦空气净化器AC6608/AC6678/AC6606,飞利浦（PHILIPS）,飞利浦FY6177/00,2340102,319,6339,5,5298,4736,0.99,31,9,26,16
花上 德国红点奖 车载空气净化器汽车内除甲醛pm2.5异味车用负离子氧吧 汽车用除烟味雾霾 二代滤网 跃动熔岩火,花上（HUSUM）,花上 德国红点奖 车载空气净化器汽车内除甲醛pm2.5异味车用负离子氧吧 汽车用除烟味雾霾 二代滤网 跃动熔岩火,11286388124,798,6327,5,5915,4184,0.99,95,28,18,25
花上 德国红点奖 车载空气净化器汽车内除甲醛pm2.5异味车用负离子氧吧 汽车用除烟味雾霾 二代滤网 磐伏日石墨,花上（HUSUM）,花上 德国红点奖 车载空气净化器汽车内除甲醛pm2.5异味车用负离子氧吧 汽车用除烟味雾霾 二代滤网 磐伏日石墨,11975697210,68,6327,5,5915,4184,0.99,95,28,18,25
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
瑞德摩尔 桌面空气净化器家用除甲醛卧室办公室除二手烟味负离子吸烟器去除粉尘PM2.5小型迷你 基础款【800W负离子+3层过滤】送原装滤网,瑞德摩尔,瑞德摩尔 桌面空气净化器家用除甲醛卧室办公室除二手烟味负离子吸烟器去除粉尘PM2.5小型迷你 基础款【800W负离子+3层过滤】送原装滤网,30512590582,129,5596,5,4073,3111,0.98,24,18,29,13
瑞德摩尔 桌面空气净化器家用除甲醛卧室办公室除二手烟味负离子吸烟器去除粉尘PM2.5小型迷你 升级款-红【1600W负离子+3层过滤】送原装滤网,瑞德摩尔,瑞德摩尔 桌面空气净化器家用除甲醛卧室办公室除二手烟味负离子吸烟器去除粉尘PM2.5小型迷你 升级款-红【1600W负离子+3层过滤】送原装滤网,30512590579,159,5596,5,4073,3111,0.98,24,18,29,13
大金（DAIKIN）空气净化器家用标准型 KJ336F-K01(MC70KMV2) 经典白,大金（DAIKIN）,大金MC70KMV2,594337,1749,5551,5,5223,1310,0.97,24,12,45,85
大金（DAIKIN）空气净化器家用标准型 KJ336F-K01(MC70KMV2) 经典白,大金（DAIKIN）,大金（DAIKIN）空气净化器家用标准型 KJ336F-K01(MC70KMV2) 经典白,1540298759,1699,5551,5,5223,1310,0.97,24,12,45,85
布鲁雅尔Blueair智能空气净化器580i 家用办公 去除甲醛 除菌 除雾霾 除烟尘异味 远程WiFi操控,布鲁雅尔（Blueair）,布鲁雅尔580i,5189458,6389,5508,5,4960,2927,0.99,138,129,6,5
贝昂无耗材空气净化器家用负离子小型母婴款除雾霾pm2.5甲醛二手烟味消毒智能静音X3,贝昂,贝昂无耗材空气净化器家用负离子小型母婴款除雾霾pm2.5甲醛二手烟味消毒智能静音X3,10071553612,2199,5488,5,5274,1069,0.98,66,54,31,42
Telamon 泰拉蒙S89 空气净化器家用除甲醛雾霾pm2.5卧室负离子静音,Telamon,Telamon 泰拉蒙S89 空气净化器家用除甲醛雾霾pm2.5卧室负离子静音,17630219659,3999,5452,5,5308,1598,0.99,179,460,3,6
IAM空气净化器 除甲醛雾霾细菌过敏原二手烟 家用办公室 负离子净化 实测CADR=802 甲醛数值显示 KJ800F-M6,IAM,IAMKJ800F-M6,1.00001E+11,108,5439,5,3227,3386,0.98,93,190,16,17
博世（BOSCH）车载空气净化器滤网AF101 适用AM101/AM201 H13级HEPA 纳米级催化材料复合滤网,博世（BOSCH）,博世车载空气净化器专用滤网,2202547,699,5367,5,4977,1413,0.99,30,1,18,26
长虹（CHANGHONG） 空气净化器 家用卧室静音净化器除甲醛雾霾PM2.5 KJ302F-B1M 白色,长虹（CHANGHONG）,长虹（CHANGHONG） 空气净化器 家用卧室静音净化器除甲醛雾霾PM2.5 KJ302F-B1M 白色,18374864315,1949,5363,5,5145,2867,0.98,75,52,29,25
airx 空气净化器 母婴卧室家用净化器除甲醛除雾霾PM2.5除烟尘除异味除过敏源A7,airx,airxA7,4857386,249,5339,5,5066,3429,0.99,68,43,16,16
TCL A1车载空气净化器 除甲醛除pm2.5汽车新车除味车内除烟味 便携式车用负离子 车载净化器,TCL,TCLKJ13F-A1,5375039,249,5334,5,5022,3420,0.99,8,2,15,31
TCL A1车载空气净化器 除甲醛除pm2.5汽车新车除味车内除烟味 便携式车用负离子 车载净化器,TCL,TCLKJ15F-A1,5168883,199,5334,5,5022,3420,0.99,8,2,15,31
思博润(SBREL) 美国3M-HEPA滤材 配飞利浦空气净化器过滤网滤芯 适用飞利浦AC4072 4074 AC4141+43+44标准版,思博润（SBREL）,思博润AC4141+4143+4144,977686,78,5299,5,4850,2548,0.98,14,4,21,38
TCL KJ15F-A1车载空气净化器专用过滤网 4层过滤芯除甲醛异味净化器滤网,TCL,TCLKJ15F-A1滤网,5253285,55,5334,5,5022,3420,0.99,8,2,15,31
魔锥（MODRILL） 空气净化器2代/pro滤芯 除甲醛除颗粒除花粉加强版净化器通用增强版滤网 小米空气净化器高效滤芯-通用,魔锥（MODRILL）,魔锥（MODRILL） 空气净化器2代/pro滤芯 除甲醛除颗粒除花粉加强版净化器通用增强版滤网 小米空气净化器高效滤芯-通用,35141898742,38,5211,5,5112,4076,0.98,18,4,38,14
魔锥（MODRILL） 空气净化器2代/pro滤芯 除甲醛除颗粒除花粉加强版净化器通用增强版滤网 椰壳活性炭滤芯（适用小米净化器2代/米家PRO）,魔锥（MODRILL）,魔锥（MODRILL） 空气净化器2代/pro滤芯 除甲醛除颗粒除花粉加强版净化器通用增强版滤网 椰壳活性炭滤芯（适用小米净化器2代/米家PRO）,22126969629,99,5211,5,5112,4076,0.98,18,4,38,14
魔锥（MODRILL） 空气净化器2代/pro滤芯 除甲醛除颗粒除花粉加强版净化器通用增强版滤网 除甲醛增强版滤芯（适用小米净化器2代/米家PRO）,魔锥（MODRILL）,魔锥（MODRILL） 空气净化器2代/pro滤芯 除甲醛除颗粒除花粉加强版净化器通用增强版滤网 除甲醛增强版滤芯（适用小米净化器2代/米家PRO）,14773879174,99,5211,5,5112,4076,0.98,18,4,38,14
魔锥（MODRILL） 空气净化器2代/pro滤芯 除甲醛除颗粒除花粉加强版净化器通用增强版滤网 增强版滤芯（适用小米净化器2代/米家PRO）,魔锥（MODRILL）,魔锥（MODRILL） 空气净化器2代/pro滤芯 除甲醛除颗粒除花粉加强版净化器通用增强版滤网 增强版滤芯（适用小米净化器2代/米家PRO）,22674775305,99,5211,5,5112,4076,0.98,18,4,38,14
魔锥（MODRILL） 空气净化器2代/pro滤芯 除甲醛除颗粒除花粉加强版净化器通用增强版滤网 除甲醛滤芯（适用小米净化器2代/米家PRO）,魔锥（MODRILL）,魔锥（MODRILL） 空气净化器2代/pro滤芯 除甲醛除颗粒除花粉加强版净化器通用增强版滤网 除甲醛滤芯（适用小米净化器2代/米家PRO）,21372655927,3299,5211,5,5112,4076,0.98,18,4,38,14
askoree韩乐空气净化器小型家用负离子除甲醛雾霾异味烟尘 白色HK-D09,askoree,askoree韩乐空气净化器小型家用负离子除甲醛雾霾异味烟尘 白色HK-D09,14494730434,19.9,5152,5,5110,2888,0.99,9,8,10,7
思博润（SBREL）配小米 飞利浦 夏普空气净化器 空调初滤PM2.5过滤静电棉(3片装),思博润（SBREL）,思博润JDM-290,4206088,3699,5039,5,4093,3335,0.99,19,5,14,19
飞利浦（PHILIPS）空气净化器 除甲醛 除雾霾 除过敏原 除颗粒物CARD600立方米 智能数显 AC5663/00,飞利浦（PHILIPS）,飞利浦（PHILIPS）AC5663/00,16382875632,2899,5025,5,4850,2476,0.99,190,532,19,16
豹米（baomi）3代B70 空气净化器家用 除甲醛雾霾 除细菌过敏源病毒 大风量 多重数显智能控制 多功效除醛增强版 小米白净化器,豹米（baomi）,豹米（baomi）3代B70 空气净化器家用 除甲醛雾霾 除细菌过敏源病毒 大风量 多重数显智能控制 多功效除醛增强版 小米白净化器,23869361487,1999,5006,5,4598,3212,0.99,26,56,4,1
三星（SAMSUNG）空气净化器KJ350G-K3000WU,三星（SAMSUNG）,三星KJ350G-K3000WU,1.00003E+11,799,4956,5,1658,3212,0.95,73,114,73,13
Grunluft格兰浦空气净化器家用 母婴专用 除甲醛除异味除过敏源VK-6013 灰色,格兰浦（Grunluft）,格兰浦（Grunluft）VK-6013,42714616335,799,4845,5,2,4843,1,0,0,0,0
Grunluft格兰浦空气净化器家用 母婴专用 除甲醛除异味除过敏源VK-6013 白色,格兰浦（Grunluft）,格兰浦（Grunluft）VK-6013,42714616334,799,4845,5,2,4843,1,0,0,0,0
TCL 空气净化器除甲醛二手烟wifi智能控制 TKJ308F-A1小型家用 白色,TCL,TCL 空气净化器除甲醛二手烟wifi智能控制 TKJ308F-A1小型家用 白色,11171710120,2299,4826,5,4725,1636,0.99,34,72,1,3
霍尼韦尔（Honeywell）升级空气净化器 抑制细菌/除甲醛/除雾霾KJ370F-PAC1601W,霍尼韦尔（Honeywell）,霍尼韦尔KJ370F-PAC1601W,5008880,3010,4816,5,4652,3379,0.99,56,44,26,16
,,,,,,,,,,,,,
阳光味道 空气净化器智能家用卧室客厅 除甲醛除雾霾除过敏花粉雾霾 PM2.5 SRQ-5206 金色,阳光味道,阳光味道 空气净化器智能家用卧室客厅 除甲醛除雾霾除过敏花粉雾霾 PM2.5 SRQ-5206 金色,10772629676,799,4326,5,4266,1112,0.98,116,34,26,25
