"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","商品属性","页面网址","页面标题","采集时间"
"龙***帝","PLUS会员","star5","小米空气净化器，简洁大方，操作简单明了，可以用手机控制，运行时噪音非常低，空气净化效果好，显示绿色表示空气质量优，屏幕还显示温度湿度，用起来很方便。","2019-08-30 13:41","1","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:43:52.1802832"
"大***条","PLUS会员","star5","不错不错，买的第二台，操作简单，外观大方，滤芯厚实！家里大人小孩都会操作！很方便，声音静！","2019-01-17 21:31","14","3",,,"小米净化器MAX                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:43:52.2536324"
"浩然曦晨","PLUS会员","star5","外形设计：很简单，大气。噪音大小：夜间模式，根本无声音净化效果：你用就知道，这效果很明显，快速度。","2019-10-03 23:22","0","0",,,"米家空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:43:52.3214503"
"j***w",,"star5","东西很好，真的很好，价格便宜质量过关，自动模式根本没有声音，完全静音状态，买回来后运行十分钟左右就把室内空气清理干净了，效率很高，释放出的空气挺新鲜的，闻着舒服，我是有鼻炎的，空气差就很难受，所以这个净化器很和我心意，好评","2019-08-18 09:52","4","1",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:44:07.5184704"
"眼睛大睫毛长","PLUS会员","star5","早上下单中午就到了，给物流点个赞。外观设计的挺好的，白色显得大气，噪音小，基本上静音，感应很灵敏，非常好用。","2019-08-29 11:56","0","0",,,"小米空气净化器2S                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:44:07.5830763"
"nk__crazy","PLUS会员","star5","外形设计：外形美观大方噪音大小：声音很小安装服务：安装方便操作难易：操作简单净化效果：刚试了下，出风口空气很清爽","2019-09-23 14:50","0","0",,,,"https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:44:07.6477724"
"jd186504kvo","PLUS会员","star5","外形设计：很简洁大方净化效果：很不错，比室外低很多噪音大小：自动模式噪音很小安装服务：送货上门操作难易：操作简单，很喜欢其他特色：有显示屏，还可以连网，用手机控制","2019-09-21 22:21","0","0",,,,"https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:44:07.7055764"
"jd_158213zjw","PLUS会员","star5","噪音大小：自动模式很安静，开强力模式时风力很足。外形设计：简约时尚，很有设计感。白色百搭，很配家居风格。安装服务：傻瓜式安装，结合米家app使用方便。还可以共享给其他家人一起用app控制。操作难易：有米家app，很方便。各种运行状态显示很全面。净化效果：净化效果很好，刚开机pm2.5有30几，开机半小时后降到了10几，空气质量优！","2019-09-29 14:26","0","0",,,"米家空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:44:07.7564419"
"V***X",,"star5","外形设计：很喜欢，造型美观简单大方；净化效果：效果显著，三种模式，净化速度快噪音大小：睡眠模式下噪音极小，其他模式下噪音很大；安装服务：无需专业人员安装，自己开箱五分钟就安好了操作难易：操作简单，连接手机简单，手机操作反省灵敏其他特色：屏幕显示温度，湿度，PM2.5数值，一目了然，物流很快，下单到收货不到24小时。","2019-10-03 12:24","0","0",,,"小米经典净化器                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:44:07.8202717"
"n***9","PLUS会员","star5","外形设计：简洁大气，线条流畅净化效果：现在看效果不错?噪音大小：声音可以调节安装服务：安装方便操作难易：非常容易操作，还没来得及试试app操作其他特色：京东物流一如既往地好尝试买小米的产品是从蓝牙自拍杆开始，结果一发不可收拾，不仅自己越买越多，还推荐给身边的朋友……","2019-09-30 10:57","2","0",,,"【新品】米家空气净化器3                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:44:07.8861666"
"谢菲尔德luowu",,"star5","外形设计：帅 白色噪音大小：放卧室开自动模式很好操作难易：简单易懂其他特色：巨大巨大巨大","2019-10-01 12:23","0","0",,,"小米净化器MAX 增强版滤芯                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:44:07.9494906"
"郑***X","PLUS会员","star5","外形设计：小巧的净化效果：很棒，空气很清新噪音大小：很小","2019-10-13 16:26","0","0",,,"小米经典净化器                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:44:08.0183039"
"戴若斌-","PLUS会员","star5","外形设计：对于爱美的，这款很不错，值得入手。而且白色就是百搭。净化效果：净化方面感觉还不错，抽根烟很快风速就变大了。噪音大小：睡眠模式下声音还是很小的，指数达到40就感觉有点大了。操作难易：操作简单，插上电源就可使用，屏幕也很好看。","2019-10-05 19:14","1","0",,,"【新品】米家空气净化器3                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:44:08.0831306"
"1***m","PLUS会员","star5","噪音大小：小净化效果：高外形设计：漂亮安装服务：满意操作难易：简单其他特色：智能家居，非常方便","2019-10-12 09:33","0","0",,,"米家空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:44:23.2936988"
"追问人","PLUS会员","star5","买来之后立马试了下，质量没得说。感官上，大气上档次，摸上去很有质感，绝对的良心产品。使用上，有三种使用模式，可以随意切换。通过调节档位，可以调节噪音大小。最值得一提的是，有无线控制。人还没到家，可以远程控制打开，到家立马感受到新鲜空气。总之，非常推荐。","2019-08-19 21:25","3","0",,,"小米空气净化器pro                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:44:23.3535028"
"jd_553cf66896440",,"star5","净化效果：封闭房间净化很快，空气质量PM2.5基本达到30左右噪音大小：自动挡噪音忽略不计操作难易：非常简单的操作外形设计：小巧时尚","2019-10-03 13:30","0","0",,,"小米经典净化器                                                                     ","https://item.jd.com/5487565.html#comment","【米家米家空气净化器2S】米家 空气净化器2S 除雾霾 除甲醛 空气质量屏幕显示 三层净化AC-M4-AA 29W 小米空气净化器【行情 报价 价格 评测】-京东","2019-10-15 20:44:23.4257682"
